project_id,quality_at_entry,outcome_success,region,sector
P133114,4,1,East Asia and Pacific,Transport
P133116,5,1,East Asia and Pacific,Water
P133117,4,1,East Asia and Pacific,Water
P133129,4,0,Latin America and Caribbean,Social Protection & Jobs
P133184,3,1,Eastern and Southern Africa,Energy & Extractives
P133193,6,1,Latin America and Caribbean,"Health, Nutrition & Population"
P133195,3,1,Latin America and Caribbean,Education
P133226,3,0,Middle East and North Africa,Governance
P133261,4,1,East Asia and Pacific,Agriculture and Food
P133312,3,0,Eastern and Southern Africa,Energy & Extractives
P133326,5,1,East Asia and Pacific,Agriculture and Food
P133327,4,1,Europe and Central Asia,Water
P133333,4,1,Western and Central Africa,Education
P133338,5,1,Western and Central Africa,Education
P133352,4,0,Latin America and Caribbean,Transport
P133380,4,1,Eastern and Southern Africa,Water
P133424,3,0,Western and Central Africa,Governance
P133445,4,1,Western and Central Africa,Energy & Extractives
P133446,4,1,Europe and Central Asia,Energy & Extractives
P133456,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P133531,4,0,East Asia and Pacific,Energy & Extractives
P133557,4,1,Latin America and Caribbean,Education
P133590,4,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P133591,5,1,Eastern and Southern Africa,Water
P133592,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P133620,4,1,Eastern and Southern Africa,Social Protection & Jobs
P133653,4,1,South Asia,"Urban, Resilience and Land"
P133663,3,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P133664,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P133687,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P133705,4,1,Europe and Central Asia,Agriculture and Food
P133706,6,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P133738,3,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P133777,5,1,South Asia,"Finance, Competitiveness and Innovation"
P133780,4,1,Eastern and Southern Africa,Education
P133791,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P133798,3,0,Eastern and Southern Africa,Governance
P133811,5,1,Middle East and North Africa,Social Protection & Jobs
P143025,3,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P143032,4,1,South Asia,"Environment, Natural Resources & the Blue Economy"
P143036,5,1,South Asia,Water
P143040,2,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P143060,3,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P143064,5,1,Western and Central Africa,Governance
P143184,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P143185,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P143197,4,1,Eastern and Southern Africa,Governance
P143202,5,1,Europe and Central Asia,Agriculture and Food
P143242,5,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P143274,2,0,Europe and Central Asia,Governance
P143283,2,0,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P143302,4,0,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P143334,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P143367,3,1,Western and Central Africa,Agriculture and Food
P143382,4,1,South Asia,"Urban, Resilience and Land"
P143408,5,1,East Asia and Pacific,Transport
P143417,3,1,Western and Central Africa,Agriculture and Food
P143492,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P143588,5,1,Western and Central Africa,Social Protection & Jobs
P143594,4,1,Middle East and North Africa,"Environment, Natural Resources & the Blue Economy"
P143596,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P143645,3,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P143650,5,1,Western and Central Africa,"Health, Nutrition & Population"
P143652,5,1,Western and Central Africa,"Health, Nutrition & Population"
P143661,3,0,South Asia,"Macroeconomics, Trade and Investment"
P143751,4,1,South Asia,Transport
P143774,5,1,East Asia and Pacific,Governance
P143781,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P143801,5,1,Western and Central Africa,Transport
P143841,3,0,South Asia,Agriculture and Food
P143842,3,1,Western and Central Africa,Education
P143843,3,0,Western and Central Africa,"Health, Nutrition & Population"
P143844,3,1,Europe and Central Asia,Water
P143849,4,0,Western and Central Africa,"Health, Nutrition & Population"
P143914,4,0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P143915,4,1,Eastern and Southern Africa,Social Protection & Jobs
P143921,3,0,Europe and Central Asia,Water
P143940,4,1,Western and Central Africa,Water
P143988,5,1,East Asia and Pacific,Energy & Extractives
P143993,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P143995,4,0,Latin America and Caribbean,Social Protection & Jobs
P143996,3,1,Latin America and Caribbean,Water
P144029,4,1,Europe and Central Asia,Energy & Extractives
P144102,4,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P144103,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P144134,4,1,Middle East and North Africa,Social Sustainability and Inclusion
P144139,4,1,Eastern and Southern Africa,Poverty and Equity
P144183,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P144185,4,1,Middle East and North Africa,Social Protection & Jobs
P144269,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P144270,3,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P144305,5,1,Middle East and North Africa,Energy & Extractives
P144335,4,1,South Asia,Transport
P144377,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P144442,5,1,Western and Central Africa,"Urban, Resilience and Land"
P144447,5,1,South Asia,Education
P144454,3,1,South Asia,Education
P144497,4,1,Eastern and Southern Africa,Agriculture and Food
P144531,5,1,East Asia and Pacific,Agriculture and Food
P144601,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P144602,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P144612,4,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P144614,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P144675,4,1,East Asia and Pacific,Energy & Extractives
P144715,4,1,East Asia and Pacific,Education
P144774,3,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P144775,3,0,East Asia and Pacific,Governance
P144832,4,1,Middle East and North Africa,Social Protection & Jobs
P144856,4,1,Europe and Central Asia,Education
P144871,4,1,Europe and Central Asia,"Health, Nutrition & Population"
P144892,4,1,Europe and Central Asia,"Health, Nutrition & Population"
P144933,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P144952,3,1,East Asia and Pacific,Governance
P145040,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P145048,4,1,Europe and Central Asia,Water
P145055,5,1,East Asia and Pacific,Agriculture and Food
P145057,4,1,East Asia and Pacific,Transport
P145101,4,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P145114,5,1,Eastern and Southern Africa,Governance
P145162,4,1,Europe and Central Asia,Agriculture and Food
P145171,4,0,Europe and Central Asia,Social Protection & Jobs
P145234,4,0,Eastern and Southern Africa,Energy & Extractives
P145251,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P145254,3,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P145261,2,0,Western and Central Africa,Governance
P145268,5,1,Western and Central Africa,"Urban, Resilience and Land"
P145275,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P145309,5,1,Eastern and Southern Africa,Education
P145316,5,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P145317,5,1,South Asia,Governance
P145335,3,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P145347,3,0,South Asia,Transport
P145391,5,1,East Asia and Pacific,Water
P145488,3,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P145502,2,0,South Asia,"Finance, Competitiveness and Innovation"
P145529,3,1,Middle East and North Africa,Water
P145534,4,1,East Asia and Pacific,Digital Development
P145544,4,1,East Asia and Pacific,Education
P145545,5,1,East Asia and Pacific,Transport
P145554,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P145578,3,0,Latin America and Caribbean,Water
P145585,5,1,Western and Central Africa,Education
P145586,6,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P145605,4,1,Latin America and Caribbean,Poverty and Equity
P145610,3,0,Latin America and Caribbean,Transport
P145617,3,0,South Asia,Governance
P145618,3,0,Latin America and Caribbean,Energy & Extractives
P145621,5,1,Latin America and Caribbean,Agriculture and Food
P145634,5,1,Europe and Central Asia,Transport
P145741,5,1,Western and Central Africa,Education
P145747,4,1,Eastern and Southern Africa,Governance
P145764,5,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P145765,4,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P145766,5,1,Latin America and Caribbean,Transport
P145778,4,1,South Asia,Transport
P145782,5,1,Latin America and Caribbean,Education
P145792,4,1,Western and Central Africa,"Health, Nutrition & Population"
P145799,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P145848,4,1,Middle East and North Africa,"Urban, Resilience and Land"
P145861,5,1,Western and Central Africa,Education
P145865,5,1,Middle East and North Africa,Social Protection & Jobs
P145897,6,1,East Asia and Pacific,Water
P145938,4,1,East Asia and Pacific,Agriculture and Food
P145965,4,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P146007,4,1,Middle East and North Africa,Energy & Extractives
P146015,3,0,South Asia,Education
P146095,4,1,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P146143,5,1,Middle East and North Africa,Social Protection & Jobs
P146152,3,0,Western and Central Africa,Education
P146184,6,1,South Asia,Education
P146194,5,1,Europe and Central Asia,Energy & Extractives
P146243,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P146244,5,1,Middle East and North Africa,"Finance, Competitiveness and Innovation"
P146247,4,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P146248,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P146250,4,1,Middle East and North Africa,"Finance, Competitiveness and Innovation"
P146280,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P146294,5,1,Western and Central Africa,Education
P146314,5,1,South Asia,"Urban, Resilience and Land"
P146322,4,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P146328,3,1,Europe and Central Asia,Transport
P146332,5,1,East Asia and Pacific,Education
P146344,5,0,South Asia,Energy & Extractives
P146398,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P146451,4,1,South Asia,Education
P146452,5,1,Eastern and Southern Africa,Social Protection & Jobs
P146460,5,1,Latin America and Caribbean,"Urban, Resilience and Land"
P146469,4,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P146474,4,1,Western and Central Africa,Education
P146482,4,0,East Asia and Pacific,Water
P146512,2,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P146520,4,1,South Asia,Social Protection & Jobs
P146537,2,0,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P146567,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P146583,4,1,Western and Central Africa,"Health, Nutrition & Population"
P146619,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P146640,2,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P146666,4,1,Western and Central Africa,"Finance, Competitiveness and Innovation"
P146688,3,1,Latin America and Caribbean,Governance
P146696,5,1,Western and Central Africa,Energy & Extractives
P146726,4,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P146740,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P146797,5,1,Eastern and Southern Africa,Education
P146804,4,1,Western and Central Africa,Governance
P146827,4,1,Western and Central Africa,Social Protection & Jobs
P146877,3,1,Eastern and Southern Africa,Education
P146890,3,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P146930,4,1,Eastern and Southern Africa,Agriculture and Food
P146933,4,1,Western and Central Africa,"Urban, Resilience and Land"
P146981,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P146997,4,1,Europe and Central Asia,Governance
P147006,4,1,Latin America and Caribbean,Water
P147010,5,1,South Asia,Education
P147014,2,0,Western and Central Africa,Governance
P147015,3,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P147147,5,1,South Asia,"Urban, Resilience and Land"
P147152,4,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P147157,3,1,Latin America and Caribbean,Agriculture and Food
P147166,3,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P147183,4,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P147185,5,1,Latin America and Caribbean,Education
P147212,5,1,Latin America and Caribbean,Social Protection & Jobs
P147213,3,1,Latin America and Caribbean,Social Protection & Jobs
P147226,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P147244,4,1,Latin America and Caribbean,Education
P147257,5,1,Middle East and North Africa,"Finance, Competitiveness and Innovation"
P147272,4,1,Latin America and Caribbean,Transport
P147277,5,1,Latin America and Caribbean,Energy & Extractives
P147342,2,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P147343,5,1,Eastern and Southern Africa,Governance
P147356,4,1,Eastern and Southern Africa,Poverty and Equity
P147367,2,0,East Asia and Pacific,Education
P147381,5,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P147402,3,1,Europe and Central Asia,"Health, Nutrition & Population"
P147454,4,1,South Asia,"Urban, Resilience and Land"
P147486,5,1,Eastern and Southern Africa,Education
P147489,3,0,Eastern and Southern Africa,"Health, Nutrition & Population"
P147514,4,1,Eastern and Southern Africa,Agriculture and Food
P147557,4,1,South Asia,"Macroeconomics, Trade and Investment"
P147629,4,1,East Asia and Pacific,Agriculture and Food
P147638,4,1,Western and Central Africa,"Health, Nutrition & Population"
