Loan Number,Project No.,Country Name,ISO ALPHA-3 Country Code,ADB Country Code,Country Group,"Country classification, latest ","Country classification, at approval",Department,Project Name,"Modality
(AER)",Mode of financial assistance,ADF or OCR?,Source of funds,"Approved amount 
(USD mil)","Disbursed amount
(USD mil)",Approval date,Approval year,Loan signing,Loan effectivity (original),Loan effectivity (actual),Closing date (estimate),Closing date (actual),"Cofin, app
(USD mil)","Cofin, act
(USD mil)","Proj Cost, app
(USD mil)","Proj Cost, act
(USD mil)",Sector (2009),Subsector (2009),Primary Sector (PCS 2014),Primary Sector (PCS 2014)_3,Primary Subsector (PCS 2014),Secondary Sector (PCS 2014),Secondary Subsector (PCS 2014),RRP circulation date (BOD),PCR circulation date (BOD),PCR overall rating,PCR relevance,PCR effectiveness,PCR efficiency,PCR sustainability,With PVR?,PVR circulation date,PVR overall rating,PVR relevance,PVR effectiveness,PVR efficiency,PVR sustainability,"With PPER/
PPAR?",PPER circulation date (BOD),PPER overall rating,PPER relevance,PPER effectiveness,PPER efficiency,PPER sustainability,Source of latest rating,"AER reporting year
(PCR circ)",Latest overall rating,Latest relevance,Latest effectiveness,Latest efficiency,Latest sustainability
2121/2122,34388,Cambodia,KHM,CAM,Southeast Asia,A,A,SERD,Second Education Sector Development Program,Program/Project,SDP - Program loan,ADF,ADF,45,44.7,9-Dec-04,2004,3-Feb-05,3-May-05,31-Aug-05,30-Jun-08,30-Jun-10,0,0,53.58,51.01,Education,Education Sector Development,Education,EDU,Education sector development,„na,„na,18-Nov-04,26-Jun-12,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Dec,Successful,Relevant,Less than effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Successful,Relevant,Less than effective,Efficient,Likely sustainable
2114/G0155,37644-01,Tajikistan,TJK,TAJ,Central West Asia,A,A,CWRD,Regional Customs Modernization and Infrastructure Development Project,Project,Project loan,ADF,ADF,12.3,11.25,26-Nov-04,2004,31-Jan-05,1-May-05,13-Aug-10,30-Jun-10,12-Jan-12,0,0.93,14.98,14.18,Industry and Trade,Trade and Services,Industry and trade,IND,Trade and services,„na,„na,5-Nov-04,12-Oct-12,Successful,Relevant,Effective,Less than efficient,Likely sustainable,Yes,14-Oct,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2103/2104,36052-013,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,North-West Frontier Province Road Development Sector and Subregional Connectivity Project,Project,Sector loan,ADF,OCR/ADF,301.2,201.87,18-Nov-04,2004,10-Jan-05,10-Apr-05,18-Oct-05,31-Dec-10,31-Dec-10,0,0,423.6,300.5,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,21-Oct-04,16-Nov-12,Successful,Relevant,Effective,Less than efficient,Likely sustainable,Yes,14-Dec,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
2064/2065,32359,Indonesia,IDN,INO,Southeast Asia,C,B2,SERD,Participatory Irrigation Sector Project,Project,Sector loan,ADF,ADF/Government of Netherlands,73,74.3,19-Dec-03,2003,2-Feb-05,2-May-05,2-Jun-05,30-Jun-11,31-Dec-12,15,15,126,127.5,Agriculture and Natural Resources,,"Agriculture, natural resources and rural development",ANR,Irrigation,„na,„na,27-Nov-03,23-Jun-14,Successful,Highly relevant,Effective,Not rated,Likely sustainable,Yes,15-Feb,Successful,Relevant,Effective,Efficient,Less than likely sustainable,Yes,4-Mar-16,Successful,Relevant,Effective,Efficient,Less than likely sustainable,PPER,2014,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2043/2044,37245,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Conflict-Affected Area Rehabilitation Project,Project,Multiproject loan,ADF,ADF/OCR,80,75.89,11-Dec-03,2003,14-Jan-04,13-Apr-04,10-Mar-04,30-Jun-08,13-Dec-11,0,8.1,107.9,114.71,Multisector,Multisector,Transport,TRA,Road transport (non-urban),ENE,,20-Nov-03,5-Nov-12,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Nov,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
2010/2011,35376,Mongolia,MNG,MON,East Asia,B,A,EARD,Second Phase of the Governance Reform Program,Program,Program loan,ADF,ADF,15.5,16.13,14-Oct-03,2003,9-Dec-03,8-Mar-04,27-Jan-04,31-Dec-05,4-Aug-11,0,0,15.9,16.53,Public Sector Management,Public Expenditure and Fiscal Management,Public sector management,PSM,Public expenditure and fiscal management,„na,„na,16-Sep-03,13-Jan-12,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,14-Sep,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
1709/2242/2243,32124,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,Road Maintenance & Upgrading (Sector) Project,Project,Project loan,ADF,ADF/OCR,131.05,110.73,16-Nov-99,1999,17-Nov-99,15-Feb-00,15-Feb-00,30-Jun-06,10-Nov-10,0,0,193.45,184.05,Transport and ICT,,Transport,TRA,Road transport (non-urban),„na,„na,26-Oct-99,24-Feb-14,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,Yes,15-Jan,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
122,31197,Kyrgyz Republic,KGZ,KGZ,Central West Asia,A,A,CWRD,Community-based Infrastruture Services Sector Project,Project,Project grant,ADF,ADF,30,8.16,3-Nov-08,2008,24-Nov-08,23-Jan-09,19-Dec-08,30-Jun-13,14-Oct-13,0,0,37.5,9.83,Water and Other Municipal Infrastructure and Services,Water supply and sanitation,Water and other urban infrastructure services,WUS,"Urban policy, institutional and capacity development",„na,„na,9-Oct-08,30-Jun-14,Unsuccessful,Less than relevant,Ineffective,Inefficient,Less than likely sustainable,Yes,14-Dec,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
0088/0089,39221-022,Bhutan,BTN,BHU,South Asia,A,A,SARD,"Micro, Small, and Medium-Sized Enterprise Sector Development Program",Program/Project,SDP - Program grant,ADF,ADF,15,14.25,21-Nov-07,2007,19-Feb-08,19-May-08,16-May-08,31-Dec-10,21-Dec-12,0,0,15,14.25,Industry and trade,Small and Medium Enterprise Development ,Industry and trade,IND,Small and medium enterprise development,„na,„na,31-Oct-07,6-Sep-13,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,14-Jun,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Effective,Efficient,Likely sustainable
74,38298-022,Kyrgyz Republic,KGZ,KGZ,Central West Asia,A,A,CWRD,Vocational Education Skills Development Project,Project,Project grant,ADF,ADF,10,9.58,29-Jan-07,2007,21-Sep-07,20-Dec-07,8-Feb-08,30-Sep-11,31-Dec-12,0,0,13,12.03,Education,"Technical education, vocational training and skills de",Education,EDU,Technical and vocational education and training,„na,„na,8-Jan-07,18-Jun-14,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Dec,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Highly relevant,Effective,Efficient,Likely sustainable
0048/0049/0050,39581,Solomon Islands,SLB,SOL,Pacific,A,A,PARD,Road Improvement (Sector) Project,Project,Project grant,ADF,ADF,,,8-Aug-06,2006,,15-Feb-07,15-Feb-07,30-Jun-11,18-Oct-13,,,,,Transport and communications,Roads and highways,Transport,TRA,Road transport (non-urban),„na,„na,18-Jul-06,2-May-14,Successful,Relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Successful,Relevant,Effective,Efficient,Likely to be sustainable
0041/6313,39662,Regional,,REG,Regional,REG,REG,REG,Prevention & Control of Avian Influenza in Asia & Pacific,Project,Project grant,ADF,ADF/TASF/JSF,38,38,14-Mar-06,2006,14-Mar-06,14-Mar-06,14-Mar-06,28-Feb-09,31-Jul-12,0,4.22,38,42.22,Health and Social Protection,,Health,HLT,Disease control of communicable disease,ANR,Livestock,6-Mar-06,31-Mar-14,Highly successful,Highly relevant,Effective,Highly efficient,Likely sustainable,Yes,15-Jan,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Highly relevant,Effective,Efficient,Likely sustainable
2611,39653-033,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,"MFF:Guangdong Energy Efficiency and Environment Improvement Investment Program, Tranche 2",Project,MFF-Tranche (Loan),ADF,OCR,22.06,22.06,4-Jun-08,2008,30-Mar-10,28-Jun-10,28-May-10,31-Dec-12,8-Oct-12,0,0,66.14,70.74,Energy,,Energy,ENE,Energy sector development and institutional reform,„na,„na,2-May-08,27-Jun-14,Highly successful,Highly relevant,Highly effective,Highly efficient,Most likely sustainable,Yes,14-Dec,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable
2535,37066-053,India,IND,IND,South Asia,B,B,SARD,Rural Roads Sector II Investment Program (Project 4),Project,MFF-Tranche (Loan),OCR,OCR,185,185,7-Aug-09,2005,no pvr,90 days from the Loan Agreement (3 September 2009),26-Nov-09,30-Jun-12,31-Dec-12,,,,,Transport and communications,Roads and highways,Transport,TRA,Road transport (non-urban),„na,„na,29-Nov-05,25-Jun-14,Successful,Relevant,Effective,Efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Successful,Relevant,Effective,Efficient,Likely to be sustainable
2534,43171-013,Georgia,GEO,GEO,Central West Asia,B,B,CWRD,"Municipal Services Development Project _
Phase 2",Project,Project loan,ADF,ADF,30,29.41,28-Jul-09,2009,20-Aug-09,19-Oct-09,28-Oct-09,30-Jun-14,30-Jun-14,0,0,41.5,37.28,Multisector,Multisector,Water and other urban infrastructure services,WUS,Urban roads and traffic management,„na,„na,7-Jul-09,26-Jun-13,Successful,Highly relevant,Highly effective,Highly efficient,Less than likely sustainable,Yes,14-Oct,Successful,Highly relevant,Effective,Efficient,Less than likely sustainable,Yes,20-Dec-17,Less than successful,Less than relevant,Effective,Efficient,Less than likely sustainable,PPER,2013,Less than successful,Less than relevant,Effective,Efficient,Less than likely sustainable
2503,41121,Kazakhstan,KAZ,KAZ,Central West Asia,C,C,CWRD,"MFF:CAREC Transport Corridor 1 Project 1 (Zhambyl Oblast Section) [Western Europe_Western PeopleÍs
Republic of China International Transit Corridor]
Investment Program (Project 1)",Project,MFF-Tranche (Loan),ADF,OCR,340,224,30-Dec-08,2008,30-Mar-09,30-May-09,31-Jul-09,31-Dec-13,31-Dec-13,0,0,400,266.01,Transport and ICT,Roads and highways,Transport,TRA,Road transport (non-urban),„na,„na,23-Oct-08,17-Jun-14,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,15-Feb,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
2449,40247,Indonesia,IDN,INO,Southeast Asia,C,C,SERD,Rural Infrastructure Support to PNPM Mandiri ,Project,Project loan,ADF,ADF,50,48.06,29-Sep-08,2008,26-Nov-08,28-Jan-09,28-Jan-09,30-Jun-11,9-Sep-11,5.83,5.85,62.5,60.4,Multisector,Multisector,"Agriculture, natural resources and rural development",ANR,Agricultural drainage,EDU HLT TRA,"Education sector development; Health system development; Road transport (non-urban),Water transport (non-urban)",8-Sep-08,8-Oct-12,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,14-Jun,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Successful,Relevant,Effective,Efficient,Likely sustainable
2441,41198,Georgia,GEO,GEO,Central West Asia,B,B,CWRD,Municipal Services Development Project,Project,Project loan,ADF,ADF,40,38.27,12-Sep-08,2008,11-Nov-08,10-Jan-09,12-Dec-08,30-Jun-13,27-Feb-13,0,0,63.25,51.15,Water and Other Municipal Infrastructure and Services,Urban Sector Development,Water and other urban infrastructure services,WUS,"Urban policy, institutional and capacity development",„na,„na,22-Aug-08,7-Nov-12,Successful,Highly relevant,Highly effective,Highly efficient,Less than likely sustainable,Yes,14-Nov,Successful,Relevant,Highly effective,Highly efficient,Less than likely sustainable,Yes,20-Dec-17,Successful,Relevant,Effective,Efficient,Less than likely sustainable,PPER,2013,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2433,39176-033,Azerbaijan,AZE,AZE,Central West Asia,C,B,CWRD,Road Network Development Program Tranche 2,Project,MFF-Tranche (Loan),OCR,OCR,55.4,54.5,22-Aug-08,2008,15-Dec-08,14-Jan-09,30-Mar-09,30-Apr-12,31-Dec-13,0,0,73.9,72.9,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,7-Sep-07,30-Sep-13,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Oct,Successful,Highly relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Highly relevant,Effective,Efficient,Likely sustainable
2430,42166,Bangladesh,BGD,BAN,South Asia,B,B,SARD,Emergency Assistance for Food Security Project,Project,Special assistance loan,ADF,ADF,170,164.55,22-Jul-08,2008,4-Aug-08,11-Aug-08,11-Aug-08,31-Dec-09,21-Jun-10,0,0,170,164.55,Multisector,Multisector,"Agriculture, natural resources and rural development",ANR,"Agricultural policy, institutional and capacity development",„na,„na,15-Jul-08,26-Jul-12,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Nov,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Successful,Relevant,Effective,Efficient,Likely sustainable
2426,39653,"China, People's Republic of",CHN,PRC,East Asia,C,C,EARD,"Guangdong Energy Efficiency and Environment Improvement Investment Program,Tranche 1",Project,MFF-Tranche (Loan),OCR,OCR,35,35,9-Jun-08,2008,29-Sep-08,29-Dec-08,9-Jan-09,31-Dec-11,3-Feb-12,0,0,50,59.27,Energy,Energy Efficiency and Conservation,Energy,ENE,Energy efficiency and conservation,„na,„na,2-May-08,30-Aug-13,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable,Yes,14-Oct,Successful,Relevant,Highly effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Highly effective,Efficient,Most likely sustainable
2408,39652-033 ,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Gansu Heihe Rural Hydropower Development Investment Program - Project 2: Dagushan Hydropower Project,Project,MFF-Tranche (Loan),OCR,OCR,28,28,28-Jan-08,2008,4-Mar-08,1-Jun-08,27-Jun-08,31-Dec-12,13-Mar-12,0,0,61.92,71.99,Energy,Large Hydropower,Energy,ENE,Large hydropower generation,„na,„na,22-Nov-06,25-Apr-13,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable,Yes,14-Jun,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Highly successful,Highly relevant,Highly effective,Efficient,Most likely sustainable
2381,36117-013,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,"Small and Medium Enterprise Regional
Development Project",Project,Credit line (Loan),ADF,ADF,50,40.37,6-Dec-07,2007,18-Dec-07,17-Mar-08,8-Apr-08,30-Jun-11,15-Aug-12,0,0,88.89,49.1,Industry and trade,Small and Medium Enterprise Development ,Industry and trade,IND,Small and medium enterprise development,„na,„na,15-Nov-07,28-Aug-13,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,14-May,Successful,Relevant,Less than effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Less than effective,Efficient,Likely sustainable
2374,40198,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Ho Chi Minh City-Long Thanh Dau Giay Expressway Technical Assistance Project,Project,TA loan,ADF,ADF,10,9.8,28-Nov-07,2007,20-Dec-07,20-Mar-08,5-Sep-08,30-Jun-10,10-Jan-12,0,0,11.22,10.77,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,7-Nov-07,17-Oct-12,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Dec,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
2360,40050-013,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Jilin Urban Environment Improvement,Project,Project loan,OCR,OCR,100,94.8,29-Oct-07,2007,26-Feb-08,20-Jun-08,20-Jun-08,30-Jun-13,1-Oct-13,137.59,113.22,352.68,341.03,Multisector,Multisector,Water and other urban infrastructure services,WUS,Urban water supply,„na,„na,8-Oct-07,11-Oct-13,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Nov,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2340,41108,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Second Generation of Capital Market Reform Program,Program,Program loan,OCR,OCR,400,400,31-Jul-07,2007,15-May-08,14-Jun-08,13-Jun-08,30-Jun-09,12-Jul-11,0,0,400,400,Finance,Money and Capital Markets,Finance,FIN,Money and capital markets,„na,„na,10-Jul-07,15-Nov-12,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,14-Apr,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2013,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
2339,37490,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Eastern Sichuan Roads Development Project,Project,Project loan,OCR,OCR,200,200,17-Jul-07,2007,23-Jan-08,22-Apr-08,5-May-08,31-Dec-12,19-Apr-13,0,0,"1,425.00","1,730.00",Transport and ICT,Roads and highways,Transport,TRA,Road transport (non-urban),„na,„na,26-Jun-07,30-Jun-14,Highly successful,Highly relevant,Highly effective,Efficient,Likely sustainable,Yes,14-Dec,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable
2327,37265-013 ,Maldives,MDV,MLD,South Asia,A,A,SARD,Domestic Maritime Transport Project,Project,Project loan,ADF,ADF,5.33,5.06,24-Apr-07,2007,29-Aug-07,27-Nov-07,23-Oct-07,31-Dec-09,31-Dec-10,0,0,6.65,6.14,Transport and ICT,Water transport,Transport,TRA,Water transport (non-urban),„na,„na,3-Apr-07,4-Oct-13,Successful,Relevant,Highly effective,Efficient,Likely sustainable,Yes,14-Dec,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Effective,Efficient,Less than likely sustainable
2323,32298-023,India,IND,IND,South Asia,B,B2,SARD,Madhya Pradesh Power Sector Investment Program (Tranche 1),Project,MFF-Tranche (Loan),OCR,OCR,106,97.27,4-Apr-07,2007,12-Apr-07,14-May-07,11-Jul-07,30-Jun-11,30-Jun-12,0,0,132.5,114.1,Energy,Energy Sector Development ,Energy,ENE,Energy sector development and institutional reform,„na,„na,9-Mar-07,3-Sep-13,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,14-Dec,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2014,Successful,Relevant,Effective,Less than efficient,Likely sustainable
2310,37188-013,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Sind Coastal Community Development Project,Project,,ADF,ADF,35,29.43,15-Jan-07,2006,no pvr,6-Mar-08,27-Feb-08,30-Jun-13,30-Jan-14,,,,,Multisector,"Agriculture and natural resources; water supply, sanitation, and waste management; transport and communications","Agriculture, natural resources and rural development",ANR,"Agricultural policy, institutional and capacity development",„na,„na,21-Dec-06,3-Apr-14,Highly successful,Relevant,Highly effective,Highly efficient,Likely to be sustainable,No,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,PCR,2014,Highly successful,Relevant,Highly effective,Highly efficient,Likely to be sustainable
